Hourly measurement data supplied by UK-air on 18/06/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Manchester Piccadilly",
Latitude,,53.481520,,
Longitude,,-2.237881,,
Site Type,,Urban Background,,
Zone,,North West & Merseyside,,
Agglomeration,,Greater Manchester Urban Area,,
Local Authority,,"Manchester",,
Date,Time,"Nitrogen dioxide",Status
2018-01-01,01:00:00,37.57883,V ugm-3
2018-01-01,02:00:00,25.35174,V ugm-3
2018-01-01,03:00:00,18.03759,V ugm-3
2018-01-01,04:00:00,23.24502,V ugm-3
2018-01-01,05:00:00,23.04107,V ugm-3
2018-01-01,06:00:00,19.01839,V ugm-3
2018-01-01,07:00:00,16.18447,V ugm-3
2018-01-01,08:00:00,19.02126,V ugm-3
2018-01-01,09:00:00,22.42177,V ugm-3
2018-01-01,10:00:00,17.21377,V ugm-3
2018-01-01,11:00:00,20.09887,V ugm-3
2018-01-01,12:00:00,23.49479,V ugm-3
2018-01-01,13:00:00,25.96204,V ugm-3
2018-01-01,14:00:00,22.26078,V ugm-3
2018-01-01,15:00:00,24.22142,V ugm-3
2018-01-01,16:00:00,21.33785,V ugm-3
2018-01-01,17:00:00,11.59635,V ugm-3
2018-01-01,18:00:00,10.92721,V ugm-3
2018-01-01,19:00:00,13.19071,V ugm-3
2018-01-01,20:00:00,8.55676,V ugm-3
2018-01-01,21:00:00,9.0208,V ugm-3
2018-01-01,22:00:00,7.32065,V ugm-3
2018-01-01,23:00:00,10.20785,V ugm-3
2018-01-01,24:00:00,8.14504,V ugm-3
2018-01-02,01:00:00,8.11554,V ugm-3
2018-01-02,02:00:00,9.49148,V ugm-3
2018-01-02,03:00:00,13.10151,V ugm-3
2018-01-02,04:00:00,21.70963,V ugm-3
2018-01-02,05:00:00,22.53832,V ugm-3
2018-01-02,06:00:00,31.34587,V ugm-3
2018-01-02,07:00:00,47.1238,V ugm-3
2018-01-02,08:00:00,65.56489,V ugm-3
2018-01-02,09:00:00,65.12042,V ugm-3
2018-01-02,10:00:00,62.30212,V ugm-3
2018-01-02,11:00:00,50.17386,V ugm-3
2018-01-02,12:00:00,48.37443,V ugm-3
2018-01-02,13:00:00,44.33168,V ugm-3
2018-01-02,14:00:00,52.82392,V ugm-3
2018-01-02,15:00:00,58.1379,V ugm-3
2018-01-02,16:00:00,60.54638,V ugm-3
2018-01-02,17:00:00,67.32216,V ugm-3
2018-01-02,18:00:00,68.69522,V ugm-3
2018-01-02,19:00:00,57.02914,V ugm-3
2018-01-02,20:00:00,42.80348,V ugm-3
2018-01-02,21:00:00,24.99377,V ugm-3
2018-01-02,22:00:00,17.11346,V ugm-3
2018-01-02,23:00:00,12.68264,V ugm-3
2018-01-02,24:00:00,11.80025,V ugm-3
2018-01-03,01:00:00,7.49611,V ugm-3
2018-01-03,02:00:00,6.33002,V ugm-3
2018-01-03,03:00:00,6.5533,V ugm-3
2018-01-03,04:00:00,5.62402,V ugm-3
2018-01-03,05:00:00,6.55117,V ugm-3
2018-01-03,06:00:00,7.2185,V ugm-3
2018-01-03,07:00:00,14.43661,V ugm-3
2018-01-03,08:00:00,19.84971,V ugm-3
2018-01-03,09:00:00,28.03962,V ugm-3
2018-01-03,10:00:00,26.59417,V ugm-3
2018-01-03,11:00:00,23.50593,V ugm-3
2018-01-03,12:00:00,20.41226,V ugm-3
2018-01-03,13:00:00,21.33708,V ugm-3
2018-01-03,14:00:00,21.80647,V ugm-3
2018-01-03,15:00:00,29.07717,V ugm-3
2018-01-03,16:00:00,30.01052,V ugm-3
2018-01-03,17:00:00,28.51268,V ugm-3
2018-01-03,18:00:00,26.03899,V ugm-3
2018-01-03,19:00:00,21.65453,V ugm-3
2018-01-03,20:00:00,16.24472,V ugm-3
2018-01-03,21:00:00,12.22448,V ugm-3
2018-01-03,22:00:00,13.15318,V ugm-3
2018-01-03,23:00:00,14.75193,V ugm-3
2018-01-03,24:00:00,16.40151,V ugm-3
2018-01-04,01:00:00,12.11544,V ugm-3
2018-01-04,02:00:00,12.39217,V ugm-3
2018-01-04,03:00:00,14.1465,V ugm-3
2018-01-04,04:00:00,16.86238,V ugm-3
2018-01-04,05:00:00,15.33431,V ugm-3
2018-01-04,06:00:00,22.50461,V ugm-3
2018-01-04,07:00:00,38.1174,V ugm-3
2018-01-04,08:00:00,49.93017,V ugm-3
2018-01-04,09:00:00,59.44627,V ugm-3
2018-01-04,10:00:00,76.37506,V ugm-3
2018-01-04,11:00:00,67.87141,V ugm-3
2018-01-04,12:00:00,67.41459,V ugm-3
2018-01-04,13:00:00,54.50483,V ugm-3
2018-01-04,14:00:00,43.09468,V ugm-3
2018-01-04,15:00:00,23.62323,V ugm-3
2018-01-04,16:00:00,21.45887,V ugm-3
2018-01-04,17:00:00,24.65143,V ugm-3
2018-01-04,18:00:00,26.82027,V ugm-3
2018-01-04,19:00:00,25.63831,V ugm-3
2018-01-04,20:00:00,26.31358,V ugm-3
2018-01-04,21:00:00,31.84726,V ugm-3
2018-01-04,22:00:00,28.2893,V ugm-3
2018-01-04,23:00:00,30.197,V ugm-3
2018-01-04,24:00:00,36.221,V ugm-3
2018-01-05,01:00:00,25.47874,V ugm-3
2018-01-05,02:00:00,20.25132,V ugm-3
2018-01-05,03:00:00,23.60761,V ugm-3
2018-01-05,04:00:00,30.63063,V ugm-3
2018-01-05,05:00:00,26.69986,V ugm-3
2018-01-05,06:00:00,29.22647,V ugm-3
2018-01-05,07:00:00,46.20767,V ugm-3
2018-01-05,08:00:00,62.23593,V ugm-3
2018-01-05,09:00:00,74.95966,V ugm-3
2018-01-05,10:00:00,82.81008,V ugm-3
2018-01-05,11:00:00,76.47274,V ugm-3
2018-01-05,12:00:00,72.02282,V ugm-3
2018-01-05,13:00:00,59.96562,V ugm-3
2018-01-05,14:00:00,49.59378,V ugm-3
2018-01-05,15:00:00,47.88018,V ugm-3
2018-01-05,16:00:00,62.57735,V ugm-3
2018-01-05,17:00:00,72.75653,V ugm-3
2018-01-05,18:00:00,74.99722,V ugm-3
2018-01-05,19:00:00,78.92865,V ugm-3
2018-01-05,20:00:00,90.98228,V ugm-3
2018-01-05,21:00:00,98.07242,V ugm-3
2018-01-05,22:00:00,102.04181,V ugm-3
2018-01-05,23:00:00,97.63327,V ugm-3
2018-01-05,24:00:00,106.4519,V ugm-3
2018-01-06,01:00:00,100.53124,V ugm-3
2018-01-06,02:00:00,88.73013,V ugm-3
2018-01-06,03:00:00,71.00302,V ugm-3
2018-01-06,04:00:00,58.61019,V ugm-3
2018-01-06,05:00:00,51.89541,V ugm-3
2018-01-06,06:00:00,16.2685,V ugm-3
2018-01-06,07:00:00,17.08878,V ugm-3
2018-01-06,08:00:00,27.05115,V ugm-3
2018-01-06,09:00:00,32.92375,V ugm-3
2018-01-06,10:00:00,39.71668,V ugm-3
2018-01-06,11:00:00,37.229,V ugm-3
2018-01-06,12:00:00,34.92226,V ugm-3
2018-01-06,13:00:00,43.78198,V ugm-3
2018-01-06,14:00:00,37.40935,V ugm-3
2018-01-06,15:00:00,38.40387,V ugm-3
2018-01-06,16:00:00,43.57025,V ugm-3
2018-01-06,17:00:00,54.26391,V ugm-3
2018-01-06,18:00:00,63.03167,V ugm-3
2018-01-06,19:00:00,62.05491,V ugm-3
2018-01-06,20:00:00,55.91157,V ugm-3
2018-01-06,21:00:00,49.94366,V ugm-3
2018-01-06,22:00:00,46.15995,V ugm-3
2018-01-06,23:00:00,49.53638,V ugm-3
2018-01-06,24:00:00,46.88098,V ugm-3
2018-01-07,01:00:00,47.8879,V ugm-3
2018-01-07,02:00:00,58.55935,V ugm-3
2018-01-07,03:00:00,42.89967,V ugm-3
2018-01-07,04:00:00,30.60809,V ugm-3
2018-01-07,05:00:00,40.73924,V ugm-3
2018-01-07,06:00:00,38.98866,V ugm-3
2018-01-07,07:00:00,28.12401,V ugm-3
2018-01-07,08:00:00,22.5359,V ugm-3
2018-01-07,09:00:00,28.7225,V ugm-3
2018-01-07,10:00:00,37.7509,V ugm-3
2018-01-07,11:00:00,46.70564,V ugm-3
2018-01-07,12:00:00,29.10633,V ugm-3
2018-01-07,13:00:00,26.31784,V ugm-3
2018-01-07,14:00:00,25.50351,V ugm-3
2018-01-07,15:00:00,30.15457,V ugm-3
2018-01-07,16:00:00,30.00713,V ugm-3
2018-01-07,17:00:00,44.26215,V ugm-3
2018-01-07,18:00:00,43.33046,V ugm-3
2018-01-07,19:00:00,30.98201,V ugm-3
2018-01-07,20:00:00,21.6484,V ugm-3
2018-01-07,21:00:00,22.68433,V ugm-3
2018-01-07,22:00:00,23.14868,V ugm-3
2018-01-07,23:00:00,26.19681,V ugm-3
2018-01-07,24:00:00,33.21738,V ugm-3
2018-01-08,01:00:00,20.75919,V ugm-3
2018-01-08,02:00:00,13.0374,V ugm-3
2018-01-08,03:00:00,9.93312,V ugm-3
2018-01-08,04:00:00,9.82921,V ugm-3
2018-01-08,05:00:00,9.31226,V ugm-3
2018-01-08,06:00:00,16.08274,V ugm-3
2018-01-08,07:00:00,26.92827,V ugm-3
2018-01-08,08:00:00,33.60104,V ugm-3
2018-01-08,09:00:00,43.91284,V ugm-3
2018-01-08,10:00:00,55.4278,V ugm-3
2018-01-08,11:00:00,47.43458,V ugm-3
2018-01-08,12:00:00,44.86002,V ugm-3
2018-01-08,13:00:00,41.67001,V ugm-3
2018-01-08,14:00:00,42.33343,V ugm-3
2018-01-08,15:00:00,57.83551,V ugm-3
2018-01-08,16:00:00,54.24743,V ugm-3
2018-01-08,17:00:00,55.95316,V ugm-3
2018-01-08,18:00:00,54.39055,V ugm-3
2018-01-08,19:00:00,49.71942,V ugm-3
2018-01-08,20:00:00,45.7247,V ugm-3
2018-01-08,21:00:00,38.82988,V ugm-3
2018-01-08,22:00:00,31.81361,V ugm-3
2018-01-08,23:00:00,28.15301,V ugm-3
2018-01-08,24:00:00,31.40736,V ugm-3
2018-01-09,01:00:00,28.20388,V ugm-3
2018-01-09,02:00:00,21.59582,V ugm-3
2018-01-09,03:00:00,16.87205,V ugm-3
2018-01-09,04:00:00,16.14207,V ugm-3
2018-01-09,05:00:00,23.22421,V ugm-3
2018-01-09,06:00:00,21.04654,V ugm-3
2018-01-09,07:00:00,35.91656,V ugm-3
2018-01-09,08:00:00,37.5103,V ugm-3
2018-01-09,09:00:00,41.87036,V ugm-3
2018-01-09,10:00:00,43.8744,V ugm-3
2018-01-09,11:00:00,36.6846,V ugm-3
2018-01-09,12:00:00,39.15281,V ugm-3
2018-01-09,13:00:00,41.84926,V ugm-3
2018-01-09,14:00:00,40.16649,V ugm-3
2018-01-09,15:00:00,42.15212,V ugm-3
2018-01-09,16:00:00,43.60471,V ugm-3
2018-01-09,17:00:00,43.77386,V ugm-3
2018-01-09,18:00:00,43.54228,V ugm-3
2018-01-09,19:00:00,48.14785,V ugm-3
2018-01-09,20:00:00,45.92749,V ugm-3
2018-01-09,21:00:00,43.72408,V ugm-3
2018-01-09,22:00:00,42.35147,V ugm-3
2018-01-09,23:00:00,42.7682,V ugm-3
2018-01-09,24:00:00,41.54096,V ugm-3
2018-01-10,01:00:00,40.76192,V ugm-3
2018-01-10,02:00:00,36.4389,V ugm-3
2018-01-10,03:00:00,35.38913,V ugm-3
2018-01-10,04:00:00,31.09549,V ugm-3
2018-01-10,05:00:00,30.46002,V ugm-3
2018-01-10,06:00:00,37.47162,V ugm-3
2018-01-10,07:00:00,42.82474,V ugm-3
2018-01-10,08:00:00,44.03416,V ugm-3
2018-01-10,09:00:00,42.72146,V ugm-3
2018-01-10,10:00:00,42.29015,V ugm-3
2018-01-10,11:00:00,46.66239,V ugm-3
2018-01-10,12:00:00,51.83472,V ugm-3
2018-01-10,13:00:00,57.49509,V ugm-3
2018-01-10,14:00:00,55.15294,V ugm-3
2018-01-10,15:00:00,66.97165,V ugm-3
2018-01-10,16:00:00,66.46339,V ugm-3
2018-01-10,17:00:00,74.34075,V ugm-3
2018-01-10,18:00:00,85.7589,V ugm-3
2018-01-10,19:00:00,84.73892,V ugm-3
2018-01-10,20:00:00,94.60609,V ugm-3
2018-01-10,21:00:00,96.02322,V ugm-3
2018-01-10,22:00:00,98.8548,V ugm-3
2018-01-10,23:00:00,100.08672,V ugm-3
2018-01-10,24:00:00,86.54278,V ugm-3
2018-01-11,01:00:00,70.8824,V ugm-3
2018-01-11,02:00:00,63.37741,V ugm-3
2018-01-11,03:00:00,72.70544,V ugm-3
2018-01-11,04:00:00,88.64896,V ugm-3
2018-01-11,05:00:00,81.32955,V ugm-3
2018-01-11,06:00:00,62.02393,V ugm-3
2018-01-11,07:00:00,71.22065,V ugm-3
2018-01-11,08:00:00,80.504,V ugm-3
2018-01-11,09:00:00,95.82188,V ugm-3
2018-01-11,10:00:00,101.13983,V ugm-3
2018-01-11,11:00:00,89.99174,V ugm-3
2018-01-11,12:00:00,88.34601,V ugm-3
2018-01-11,13:00:00,85.45657,V ugm-3
2018-01-11,14:00:00,84.56232,V ugm-3
2018-01-11,15:00:00,81.82477,V ugm-3
2018-01-11,16:00:00,67.32311,V ugm-3
2018-01-11,17:00:00,69.95659,V ugm-3
2018-01-11,18:00:00,82.96123,V ugm-3
2018-01-11,19:00:00,73.92157,V ugm-3
2018-01-11,20:00:00,66.49743,V ugm-3
2018-01-11,21:00:00,71.15144,V ugm-3
2018-01-11,22:00:00,77.608,V ugm-3
2018-01-11,23:00:00,70.26287,V ugm-3
2018-01-11,24:00:00,69.84009,V ugm-3
2018-01-12,01:00:00,70.5286,V ugm-3
2018-01-12,02:00:00,76.14241,V ugm-3
2018-01-12,03:00:00,77.60382,V ugm-3
2018-01-12,04:00:00,57.95218,V ugm-3
2018-01-12,05:00:00,50.57597,V ugm-3
2018-01-12,06:00:00,47.10814,V ugm-3
2018-01-12,07:00:00,50.88016,V ugm-3
2018-01-12,08:00:00,61.61499,V ugm-3
2018-01-12,09:00:00,60.66326,V ugm-3
2018-01-12,10:00:00,60.10907,V ugm-3
2018-01-12,11:00:00,52.64663,V ugm-3
2018-01-12,12:00:00,52.39915,V ugm-3
2018-01-12,13:00:00,55.12553,V ugm-3
2018-01-12,14:00:00,56.9041,V ugm-3
2018-01-12,15:00:00,56.89999,V ugm-3
2018-01-12,16:00:00,58.08963,V ugm-3
2018-01-12,17:00:00,64.02608,V ugm-3
2018-01-12,18:00:00,59.67969,V ugm-3
2018-01-12,19:00:00,54.38602,V ugm-3
2018-01-12,20:00:00,50.16197,V ugm-3
2018-01-12,21:00:00,49.15768,V ugm-3
2018-01-12,22:00:00,49.64421,V ugm-3
2018-01-12,23:00:00,45.28052,V ugm-3
2018-01-12,24:00:00,43.3934,V ugm-3
2018-01-13,01:00:00,38.53437,V ugm-3
2018-01-13,02:00:00,29.73248,V ugm-3
2018-01-13,03:00:00,29.50288,V ugm-3
2018-01-13,04:00:00,19.70531,V ugm-3
2018-01-13,05:00:00,17.47471,V ugm-3
2018-01-13,06:00:00,17.42262,V ugm-3
2018-01-13,07:00:00,24.82753,V ugm-3
2018-01-13,08:00:00,32.85044,V ugm-3
2018-01-13,09:00:00,38.25789,V ugm-3
2018-01-13,10:00:00,44.54691,V ugm-3
2018-01-13,11:00:00,34.6307,V ugm-3
2018-01-13,12:00:00,38.27583,V ugm-3
2018-01-13,13:00:00,34.7314,V ugm-3
2018-01-13,14:00:00,39.57481,V ugm-3
2018-01-13,15:00:00,46.94145,V ugm-3
2018-01-13,16:00:00,53.21714,V ugm-3
2018-01-13,17:00:00,54.98835,V ugm-3
2018-01-13,18:00:00,52.95047,V ugm-3
2018-01-13,19:00:00,55.44785,V ugm-3
2018-01-13,20:00:00,55.57966,V ugm-3
2018-01-13,21:00:00,49.50077,V ugm-3
2018-01-13,22:00:00,42.0894,V ugm-3
2018-01-13,23:00:00,44.22756,V ugm-3
2018-01-13,24:00:00,40.35815,V ugm-3
2018-01-14,01:00:00,33.58117,V ugm-3
2018-01-14,02:00:00,31.04319,V ugm-3
2018-01-14,03:00:00,25.15424,V ugm-3
2018-01-14,04:00:00,24.58187,V ugm-3
2018-01-14,05:00:00,19.09685,V ugm-3
2018-01-14,06:00:00,16.08584,V ugm-3
2018-01-14,07:00:00,15.71866,V ugm-3
2018-01-14,08:00:00,21.11557,V ugm-3
2018-01-14,09:00:00,22.82441,V ugm-3
2018-01-14,10:00:00,27.05835,V ugm-3
2018-01-14,11:00:00,27.3161,V ugm-3
2018-01-14,12:00:00,31.44971,V ugm-3
2018-01-14,13:00:00,27.7749,V ugm-3
2018-01-14,14:00:00,30.46859,V ugm-3
2018-01-14,15:00:00,32.58867,V ugm-3
2018-01-14,16:00:00,32.95212,V ugm-3
2018-01-14,17:00:00,34.78157,V ugm-3
2018-01-14,18:00:00,37.25288,V ugm-3
2018-01-14,19:00:00,31.97969,V ugm-3
2018-01-14,20:00:00,28.30239,V ugm-3
2018-01-14,21:00:00,27.27225,V ugm-3
2018-01-14,22:00:00,24.42155,V ugm-3
2018-01-14,23:00:00,19.70211,V ugm-3
2018-01-14,24:00:00,16.18119,V ugm-3
2018-01-15,01:00:00,12.59572,V ugm-3
2018-01-15,02:00:00,11.49137,V ugm-3
2018-01-15,03:00:00,10.89886,V ugm-3
2018-01-15,04:00:00,9.81293,V ugm-3
2018-01-15,05:00:00,8.98467,V ugm-3
2018-01-15,06:00:00,15.67754,V ugm-3
2018-01-15,07:00:00,34.54219,V ugm-3
2018-01-15,08:00:00,52.64936,V ugm-3
2018-01-15,09:00:00,56.4663,V ugm-3
2018-01-15,10:00:00,58.545,V ugm-3
2018-01-15,11:00:00,57.43689,V ugm-3
2018-01-15,12:00:00,52.09499,V ugm-3
2018-01-15,13:00:00,36.7822,V ugm-3
2018-01-15,14:00:00,32.14775,V ugm-3
2018-01-15,15:00:00,37.23437,V ugm-3
2018-01-15,16:00:00,37.5446,V ugm-3
2018-01-15,17:00:00,38.23535,V ugm-3
2018-01-15,18:00:00,47.2121,V ugm-3
2018-01-15,19:00:00,39.38488,V ugm-3
2018-01-15,20:00:00,38.92983,V ugm-3
2018-01-15,21:00:00,27.35959,V ugm-3
2018-01-15,22:00:00,23.62656,V ugm-3
2018-01-15,23:00:00,20.92147,V ugm-3
2018-01-15,24:00:00,16.4017,V ugm-3
2018-01-16,01:00:00,14.47774,V ugm-3
2018-01-16,02:00:00,7.75906,V ugm-3
2018-01-16,03:00:00,11.6891,V ugm-3
2018-01-16,04:00:00,21.80507,V ugm-3
2018-01-16,05:00:00,11.63963,V ugm-3
2018-01-16,06:00:00,16.83541,V ugm-3
2018-01-16,07:00:00,26.59404,V ugm-3
2018-01-16,08:00:00,39.71984,V ugm-3
2018-01-16,09:00:00,44.91395,V ugm-3
2018-01-16,10:00:00,45.4222,V ugm-3
2018-01-16,11:00:00,40.48526,V ugm-3
2018-01-16,12:00:00,46.61452,V ugm-3
2018-01-16,13:00:00,42.20321,V ugm-3
2018-01-16,14:00:00,35.57072,V ugm-3
2018-01-16,15:00:00,36.17999,V ugm-3
2018-01-16,16:00:00,38.3148,V ugm-3
2018-01-16,17:00:00,39.24326,V ugm-3
2018-01-16,18:00:00,39.96821,V ugm-3
2018-01-16,19:00:00,33.60419,V ugm-3
2018-01-16,20:00:00,28.30341,V ugm-3
2018-01-16,21:00:00,29.08913,V ugm-3
2018-01-16,22:00:00,20.41321,V ugm-3
2018-01-16,23:00:00,14.43967,V ugm-3
2018-01-16,24:00:00,17.34743,V ugm-3
2018-01-17,01:00:00,9.63225,V ugm-3
2018-01-17,02:00:00,16.03811,V ugm-3
2018-01-17,03:00:00,6.13399,V ugm-3
2018-01-17,04:00:00,6.65193,V ugm-3
2018-01-17,05:00:00,6.3917,V ugm-3
2018-01-17,06:00:00,9.7684,V ugm-3
2018-01-17,07:00:00,15.79544,V ugm-3
2018-01-17,08:00:00,26.38938,V ugm-3
2018-01-17,09:00:00,35.52341,V ugm-3
2018-01-17,10:00:00,32.71854,V ugm-3
2018-01-17,11:00:00,31.93195,V ugm-3
2018-01-17,12:00:00,27.73075,V ugm-3
2018-01-17,13:00:00,30.53794,V ugm-3
2018-01-17,14:00:00,33.59777,V ugm-3
2018-01-17,15:00:00,34.69703,V ugm-3
2018-01-17,16:00:00,45.02884,V ugm-3
2018-01-17,17:00:00,44.5128,V ugm-3
2018-01-17,18:00:00,48.52407,V ugm-3
2018-01-17,19:00:00,52.86106,V ugm-3
2018-01-17,20:00:00,39.03423,V ugm-3
2018-01-17,21:00:00,40.40256,V ugm-3
2018-01-17,22:00:00,36.30074,V ugm-3
2018-01-17,23:00:00,24.93557,V ugm-3
2018-01-17,24:00:00,24.41722,V ugm-3
2018-01-18,01:00:00,18.02143,V ugm-3
2018-01-18,02:00:00,11.09624,V ugm-3
2018-01-18,03:00:00,6.24004,V ugm-3
2018-01-18,04:00:00,8.05841,V ugm-3
2018-01-18,05:00:00,7.59394,V ugm-3
2018-01-18,06:00:00,14.24685,V ugm-3
2018-01-18,07:00:00,25.52194,V ugm-3
2018-01-18,08:00:00,48.89276,V ugm-3
2018-01-18,09:00:00,55.92134,V ugm-3
2018-01-18,10:00:00,70.35139,V ugm-3
2018-01-18,11:00:00,74.54869,V ugm-3
2018-01-18,12:00:00,No data,V ugm-3
2018-01-18,13:00:00,57.81285,V ugm-3
2018-01-18,14:00:00,53.19999,V ugm-3
2018-01-18,15:00:00,52.79666,V ugm-3
2018-01-18,16:00:00,59.18094,V ugm-3
2018-01-18,17:00:00,59.68558,V ugm-3
2018-01-18,18:00:00,63.12556,V ugm-3
2018-01-18,19:00:00,45.73575,V ugm-3
2018-01-18,20:00:00,49.53939,V ugm-3
2018-01-18,21:00:00,39.67298,V ugm-3
2018-01-18,22:00:00,48.06978,V ugm-3
2018-01-18,23:00:00,53.94052,V ugm-3
2018-01-18,24:00:00,42.32366,V ugm-3
2018-01-19,01:00:00,30.79132,V ugm-3
2018-01-19,02:00:00,27.12311,V ugm-3
2018-01-19,03:00:00,27.72359,V ugm-3
2018-01-19,04:00:00,22.52312,V ugm-3
2018-01-19,05:00:00,19.81295,V ugm-3
2018-01-19,06:00:00,30.47813,V ugm-3
2018-01-19,07:00:00,38.76786,V ugm-3
2018-01-19,08:00:00,64.27976,V ugm-3
2018-01-19,09:00:00,71.03203,V ugm-3
2018-01-19,10:00:00,75.5844,V ugm-3
2018-01-19,11:00:00,56.92575,V ugm-3
2018-01-19,12:00:00,55.69018,V ugm-3
2018-01-19,13:00:00,46.23944,V ugm-3
2018-01-19,14:00:00,38.19028,V ugm-3
2018-01-19,15:00:00,37.35117,V ugm-3
2018-01-19,16:00:00,33.20833,V ugm-3
2018-01-19,17:00:00,49.99574,V ugm-3
2018-01-19,18:00:00,49.57697,V ugm-3
2018-01-19,19:00:00,58.30777,V ugm-3
2018-01-19,20:00:00,73.97579,V ugm-3
2018-01-19,21:00:00,37.13245,V ugm-3
2018-01-19,22:00:00,40.29584,V ugm-3
2018-01-19,23:00:00,38.8332,V ugm-3
2018-01-19,24:00:00,49.46208,V ugm-3
2018-01-20,01:00:00,32.01892,V ugm-3
2018-01-20,02:00:00,39.72184,V ugm-3
2018-01-20,03:00:00,43.40922,V ugm-3
2018-01-20,04:00:00,47.31367,V ugm-3
2018-01-20,05:00:00,43.31326,V ugm-3
2018-01-20,06:00:00,47.85888,V ugm-3
2018-01-20,07:00:00,40.91415,V ugm-3
2018-01-20,08:00:00,51.54127,V ugm-3
2018-01-20,09:00:00,64.05566,V ugm-3
2018-01-20,10:00:00,63.40136,V ugm-3
2018-01-20,11:00:00,60.47444,V ugm-3
2018-01-20,12:00:00,65.53138,V ugm-3
2018-01-20,13:00:00,69.72519,V ugm-3
2018-01-20,14:00:00,73.51114,V ugm-3
2018-01-20,15:00:00,73.33385,V ugm-3
2018-01-20,16:00:00,73.16841,V ugm-3
2018-01-20,17:00:00,76.10221,V ugm-3
2018-01-20,18:00:00,73.61144,V ugm-3
2018-01-20,19:00:00,71.10806,V ugm-3
2018-01-20,20:00:00,55.48324,V ugm-3
2018-01-20,21:00:00,64.50118,V ugm-3
2018-01-20,22:00:00,73.83815,V ugm-3
2018-01-20,23:00:00,70.10348,V ugm-3
2018-01-20,24:00:00,69.01828,V ugm-3
2018-01-21,01:00:00,63.77932,V ugm-3
2018-01-21,02:00:00,60.67479,V ugm-3
2018-01-21,03:00:00,58.00129,V ugm-3
2018-01-21,04:00:00,50.70624,V ugm-3
2018-01-21,05:00:00,39.3984,V ugm-3
2018-01-21,06:00:00,26.68161,V ugm-3
2018-01-21,07:00:00,27.66793,V ugm-3
2018-01-21,08:00:00,30.57004,V ugm-3
2018-01-21,09:00:00,40.01334,V ugm-3
2018-01-21,10:00:00,36.17695,V ugm-3
2018-01-21,11:00:00,48.39858,V ugm-3
2018-01-21,12:00:00,56.06786,V ugm-3
2018-01-21,13:00:00,49.03725,V ugm-3
2018-01-21,14:00:00,47.95745,V ugm-3
2018-01-21,15:00:00,44.30121,V ugm-3
2018-01-21,16:00:00,51.12209,V ugm-3
2018-01-21,17:00:00,63.43298,V ugm-3
2018-01-21,18:00:00,61.50002,V ugm-3
2018-01-21,19:00:00,55.88626,V ugm-3
2018-01-21,20:00:00,51.79261,V ugm-3
2018-01-21,21:00:00,53.85245,V ugm-3
2018-01-21,22:00:00,51.85453,V ugm-3
2018-01-21,23:00:00,48.32735,V ugm-3
2018-01-21,24:00:00,19.76677,V ugm-3
2018-01-22,01:00:00,17.40648,V ugm-3
2018-01-22,02:00:00,12.21121,V ugm-3
2018-01-22,03:00:00,19.14879,V ugm-3
2018-01-22,04:00:00,29.16994,V ugm-3
2018-01-22,05:00:00,25.23181,V ugm-3
2018-01-22,06:00:00,31.25667,V ugm-3
2018-01-22,07:00:00,46.27926,V ugm-3
2018-01-22,08:00:00,68.69265,V ugm-3
2018-01-22,09:00:00,69.82947,V ugm-3
2018-01-22,10:00:00,60.35904,V ugm-3
2018-01-22,11:00:00,No data,V ugm-3
2018-01-22,12:00:00,No data,V ugm-3
2018-01-22,13:00:00,No data,V ugm-3
2018-01-22,14:00:00,40.69491,V ugm-3
2018-01-22,15:00:00,41.94913,V ugm-3
2018-01-22,16:00:00,50.67412,V ugm-3
2018-01-22,17:00:00,55.14923,V ugm-3
2018-01-22,18:00:00,69.72351,V ugm-3
2018-01-22,19:00:00,67.62375,V ugm-3
2018-01-22,20:00:00,63.52575,V ugm-3
2018-01-22,21:00:00,53.77468,V ugm-3
2018-01-22,22:00:00,47.59102,V ugm-3
2018-01-22,23:00:00,42.09969,V ugm-3
2018-01-22,24:00:00,36.8075,V ugm-3
2018-01-23,01:00:00,27.24208,V ugm-3
2018-01-23,02:00:00,18.44207,V ugm-3
2018-01-23,03:00:00,13.729,V ugm-3
2018-01-23,04:00:00,16.94372,V ugm-3
2018-01-23,05:00:00,14.34979,V ugm-3
2018-01-23,06:00:00,18.29858,V ugm-3
2018-01-23,07:00:00,28.57176,V ugm-3
2018-01-23,08:00:00,40.90088,V ugm-3
2018-01-23,09:00:00,48.62014,V ugm-3
2018-01-23,10:00:00,51.4867,V ugm-3
2018-01-23,11:00:00,45.46546,V ugm-3
2018-01-23,12:00:00,37.80622,V ugm-3
2018-01-23,13:00:00,49.86021,V ugm-3
2018-01-23,14:00:00,47.16698,V ugm-3
2018-01-23,15:00:00,43.78619,V ugm-3
2018-01-23,16:00:00,45.75109,V ugm-3
2018-01-23,17:00:00,46.42614,V ugm-3
2018-01-23,18:00:00,42.84476,V ugm-3
2018-01-23,19:00:00,50.91219,V ugm-3
2018-01-23,20:00:00,51.39341,V ugm-3
2018-01-23,21:00:00,44.05582,V ugm-3
2018-01-23,22:00:00,47.37383,V ugm-3
2018-01-23,23:00:00,31.69894,V ugm-3
2018-01-23,24:00:00,22.3927,V ugm-3
