Hourly measurement data supplied by UK-air on 18/06/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Manchester Piccadilly",
Latitude,,53.481520,,
Longitude,,-2.237881,,
Site Type,,Urban Background,,
Zone,,North West & Merseyside,,
Agglomeration,,Greater Manchester Urban Area,,
Local Authority,,"Manchester",,
Date,Time,"Nitrogen dioxide",Status
2018-04-30,11:00:00,23.16966,V ugm-3
2018-04-30,12:00:00,20.94138,V ugm-3
2018-04-30,13:00:00,19.36538,V ugm-3
2018-04-30,14:00:00,22.17621,V ugm-3
2018-04-30,15:00:00,21.69142,V ugm-3
2018-04-30,16:00:00,28.21496,V ugm-3
2018-04-30,17:00:00,24.2966,V ugm-3
2018-04-30,18:00:00,26.30196,V ugm-3
2018-04-30,19:00:00,24.74767,V ugm-3
2018-04-30,20:00:00,34.64531,V ugm-3
2018-04-30,21:00:00,17.39008,V ugm-3
2018-04-30,22:00:00,20.1707,V ugm-3
2018-04-30,23:00:00,21.20905,V ugm-3
2018-04-30,24:00:00,26.03873,V ugm-3
2018-05-01,01:00:00,33.85062,V ugm-3
2018-05-01,02:00:00,31.51632,V ugm-3
2018-05-01,03:00:00,19.97258,V ugm-3
2018-05-01,04:00:00,31.71149,V ugm-3
2018-05-01,05:00:00,38.23266,V ugm-3
2018-05-01,06:00:00,46.04056,V ugm-3
2018-05-01,07:00:00,49.56965,V ugm-3
2018-05-01,08:00:00,52.04098,V ugm-3
2018-05-01,09:00:00,45.31987,V ugm-3
2018-05-01,10:00:00,43.89083,V ugm-3
2018-05-01,11:00:00,36.24478,V ugm-3
2018-05-01,12:00:00,36.65093,V ugm-3
2018-05-01,13:00:00,34.49994,V ugm-3
2018-05-01,14:00:00,36.50469,V ugm-3
2018-05-01,15:00:00,36.59685,V ugm-3
2018-05-01,16:00:00,35.42865,V ugm-3
2018-05-01,17:00:00,39.87349,V ugm-3
2018-05-01,18:00:00,39.21694,V ugm-3
2018-05-01,19:00:00,32.80731,V ugm-3
2018-05-01,20:00:00,26.04546,V ugm-3
2018-05-01,21:00:00,23.74313,V ugm-3
2018-05-01,22:00:00,21.82167,V ugm-3
2018-05-01,23:00:00,17.59222,V ugm-3
2018-05-01,24:00:00,12.97854,V ugm-3
2018-05-02,01:00:00,7.60503,V ugm-3
2018-05-02,02:00:00,9.34494,V ugm-3
2018-05-02,03:00:00,8.78075,V ugm-3
2018-05-02,04:00:00,8.50318,V ugm-3
2018-05-02,05:00:00,11.10365,V ugm-3
2018-05-02,06:00:00,21.53364,V ugm-3
2018-05-02,07:00:00,45.62338,V ugm-3
2018-05-02,08:00:00,49.70559,V ugm-3
2018-05-02,09:00:00,40.19446,V ugm-3
2018-05-02,10:00:00,42.71442,V ugm-3
2018-05-02,11:00:00,25.4803,V ugm-3
2018-05-02,12:00:00,18.70499,V ugm-3
2018-05-02,13:00:00,21.04294,V ugm-3
2018-05-02,14:00:00,24.94689,V ugm-3
2018-05-02,15:00:00,24.40594,V ugm-3
2018-05-02,16:00:00,22.96932,V ugm-3
2018-05-02,17:00:00,21.575,V ugm-3
2018-05-02,18:00:00,20.71983,V ugm-3
2018-05-02,19:00:00,21.23822,V ugm-3
2018-05-02,20:00:00,19.32885,V ugm-3
2018-05-02,21:00:00,28.04704,V ugm-3
2018-05-02,22:00:00,33.58853,V ugm-3
2018-05-02,23:00:00,47.93145,V ugm-3
2018-05-02,24:00:00,43.31196,V ugm-3
2018-05-03,01:00:00,36.01655,V ugm-3
2018-05-03,02:00:00,37.97975,V ugm-3
2018-05-03,03:00:00,41.50874,V ugm-3
2018-05-03,04:00:00,33.35302,V ugm-3
2018-05-03,05:00:00,46.08011,V ugm-3
2018-05-03,06:00:00,55.83384,V ugm-3
2018-05-03,07:00:00,70.8866,V ugm-3
2018-05-03,08:00:00,65.69326,V ugm-3
2018-05-03,09:00:00,55.59983,V ugm-3
2018-05-03,10:00:00,39.98059,V ugm-3
2018-05-03,11:00:00,36.64734,V ugm-3
2018-05-03,12:00:00,38.47068,V ugm-3
2018-05-03,13:00:00,36.37624,V ugm-3
2018-05-03,14:00:00,35.69353,V ugm-3
2018-05-03,15:00:00,43.59468,V ugm-3
2018-05-03,16:00:00,45.95812,V ugm-3
2018-05-03,17:00:00,45.35577,V ugm-3
2018-05-03,18:00:00,47.95532,V ugm-3
2018-05-03,19:00:00,48.14548,V ugm-3
2018-05-03,20:00:00,41.28108,V ugm-3
2018-05-03,21:00:00,37.17724,V ugm-3
2018-05-03,22:00:00,35.35051,V ugm-3
2018-05-03,23:00:00,30.15487,V ugm-3
2018-05-03,24:00:00,23.71609,V ugm-3
2018-05-04,01:00:00,18.898,V ugm-3
2018-05-04,02:00:00,19.50369,V ugm-3
2018-05-04,03:00:00,20.94174,V ugm-3
2018-05-04,04:00:00,16.95131,V ugm-3
2018-05-04,05:00:00,24.03674,V ugm-3
2018-05-04,06:00:00,36.58112,V ugm-3
2018-05-04,07:00:00,51.64337,V ugm-3
2018-05-04,08:00:00,53.46436,V ugm-3
2018-05-04,09:00:00,54.7275,V ugm-3
2018-05-04,10:00:00,37.63534,V ugm-3
2018-05-04,11:00:00,32.18542,V ugm-3
2018-05-04,12:00:00,35.20979,V ugm-3
2018-05-04,13:00:00,32.67134,V ugm-3
2018-05-04,14:00:00,27.30938,V ugm-3
2018-05-04,15:00:00,24.90177,V ugm-3
2018-05-04,16:00:00,25.98948,V ugm-3
2018-05-04,17:00:00,36.84998,V ugm-3
2018-05-04,18:00:00,44.22827,V ugm-3
2018-05-04,19:00:00,46.03127,V ugm-3
2018-05-04,20:00:00,52.72294,V ugm-3
2018-05-04,21:00:00,31.57456,V ugm-3
2018-05-04,22:00:00,31.0969,V ugm-3
2018-05-04,23:00:00,42.68878,V ugm-3
2018-05-04,24:00:00,54.71388,V ugm-3
2018-05-05,01:00:00,60.27266,V ugm-3
2018-05-05,02:00:00,54.4262,V ugm-3
2018-05-05,03:00:00,42.81816,V ugm-3
2018-05-05,04:00:00,31.61431,V ugm-3
2018-05-05,05:00:00,42.42553,V ugm-3
2018-05-05,06:00:00,41.98796,V ugm-3
2018-05-05,07:00:00,34.26819,V ugm-3
2018-05-05,08:00:00,26.23229,V ugm-3
2018-05-05,09:00:00,26.07926,V ugm-3
2018-05-05,10:00:00,29.92926,V ugm-3
2018-05-05,11:00:00,31.32516,V ugm-3
2018-05-05,12:00:00,26.56913,V ugm-3
2018-05-05,13:00:00,22.84605,V ugm-3
2018-05-05,14:00:00,19.35716,V ugm-3
2018-05-05,15:00:00,18.03309,V ugm-3
2018-05-05,16:00:00,23.32004,V ugm-3
2018-05-05,17:00:00,23.12873,V ugm-3
2018-05-05,18:00:00,22.60058,V ugm-3
2018-05-05,19:00:00,29.73595,V ugm-3
2018-05-05,20:00:00,22.93552,V ugm-3
2018-05-05,21:00:00,38.84761,V ugm-3
2018-05-05,22:00:00,60.12979,V ugm-3
2018-05-05,23:00:00,54.94175,V ugm-3
2018-05-05,24:00:00,59.81363,V ugm-3
2018-05-06,01:00:00,55.73285,V ugm-3
2018-05-06,02:00:00,57.31064,V ugm-3
2018-05-06,03:00:00,51.26435,V ugm-3
2018-05-06,04:00:00,50.32919,V ugm-3
2018-05-06,05:00:00,41.49962,V ugm-3
2018-05-06,06:00:00,29.99964,V ugm-3
2018-05-06,07:00:00,32.58666,V ugm-3
2018-05-06,08:00:00,35.37299,V ugm-3
2018-05-06,09:00:00,25.20476,V ugm-3
2018-05-06,10:00:00,23.89713,V ugm-3
2018-05-06,11:00:00,20.04504,V ugm-3
2018-05-06,12:00:00,20.18974,V ugm-3
2018-05-06,13:00:00,18.66921,V ugm-3
2018-05-06,14:00:00,19.47848,V ugm-3
2018-05-06,15:00:00,18.35281,V ugm-3
2018-05-06,16:00:00,22.59425,V ugm-3
2018-05-06,17:00:00,18.94183,V ugm-3
2018-05-06,18:00:00,24.48261,V ugm-3
2018-05-06,19:00:00,32.09353,V ugm-3
2018-05-06,20:00:00,21.34728,V ugm-3
2018-05-06,21:00:00,17.30838,V ugm-3
2018-05-06,22:00:00,22.82299,V ugm-3
2018-05-06,23:00:00,27.9652,V ugm-3
2018-05-06,24:00:00,48.85594,V ugm-3
2018-05-07,01:00:00,55.11039,V ugm-3
2018-05-07,02:00:00,63.80166,V ugm-3
2018-05-07,03:00:00,54.67892,V ugm-3
2018-05-07,04:00:00,55.14552,V ugm-3
2018-05-07,05:00:00,48.4182,V ugm-3
2018-05-07,06:00:00,50.42467,V ugm-3
2018-05-07,07:00:00,58.83324,V ugm-3
2018-05-07,08:00:00,53.32108,V ugm-3
2018-05-07,09:00:00,24.58122,V ugm-3
2018-05-07,10:00:00,27.55521,V ugm-3
2018-05-07,11:00:00,23.38154,V ugm-3
2018-05-07,12:00:00,20.58228,V ugm-3
2018-05-07,13:00:00,21.93997,V ugm-3
2018-05-07,14:00:00,17.89224,V ugm-3
2018-05-07,15:00:00,16.87822,V ugm-3
2018-05-07,16:00:00,20.56834,V ugm-3
2018-05-07,17:00:00,17.37408,V ugm-3
2018-05-07,18:00:00,26.09806,V ugm-3
2018-05-07,19:00:00,31.08707,V ugm-3
2018-05-07,20:00:00,46.18657,V ugm-3
2018-05-07,21:00:00,48.46952,V ugm-3
2018-05-07,22:00:00,55.22889,V ugm-3
2018-05-07,23:00:00,45.90077,V ugm-3
2018-05-07,24:00:00,36.13767,V ugm-3
2018-05-08,01:00:00,32.04463,V ugm-3
2018-05-08,02:00:00,48.22743,V ugm-3
2018-05-08,03:00:00,45.65569,V ugm-3
2018-05-08,04:00:00,38.99335,V ugm-3
2018-05-08,05:00:00,48.48495,V ugm-3
2018-05-08,06:00:00,52.32103,V ugm-3
2018-05-08,07:00:00,60.34698,V ugm-3
2018-05-08,08:00:00,56.60595,V ugm-3
2018-05-08,09:00:00,47.90075,V ugm-3
2018-05-08,10:00:00,33.7484,V ugm-3
2018-05-08,11:00:00,35.75915,V ugm-3
2018-05-08,12:00:00,33.29815,V ugm-3
2018-05-08,13:00:00,24.99298,V ugm-3
2018-05-08,14:00:00,33.36599,V ugm-3
2018-05-08,15:00:00,30.29102,V ugm-3
2018-05-08,16:00:00,29.49418,V ugm-3
2018-05-08,17:00:00,30.89594,V ugm-3
2018-05-08,18:00:00,27.91385,V ugm-3
2018-05-08,19:00:00,22.26181,V ugm-3
2018-05-08,20:00:00,19.18162,V ugm-3
2018-05-08,21:00:00,17.99739,V ugm-3
2018-05-08,22:00:00,19.45736,V ugm-3
2018-05-08,23:00:00,26.02103,V ugm-3
2018-05-08,24:00:00,48.08466,V ugm-3
2018-05-09,01:00:00,47.81924,V ugm-3
2018-05-09,02:00:00,44.4339,V ugm-3
2018-05-09,03:00:00,41.6527,V ugm-3
2018-05-09,04:00:00,31.42241,V ugm-3
2018-05-09,05:00:00,29.68275,V ugm-3
2018-05-09,06:00:00,38.27472,V ugm-3
2018-05-09,07:00:00,40.87807,V ugm-3
2018-05-09,08:00:00,45.89368,V ugm-3
2018-05-09,09:00:00,43.48935,V ugm-3
2018-05-09,10:00:00,28.5453,V ugm-3
2018-05-09,11:00:00,34.99274,V ugm-3
2018-05-09,12:00:00,32.84532,V ugm-3
2018-05-09,13:00:00,22.36088,V ugm-3
2018-05-09,14:00:00,23.28762,V ugm-3
2018-05-09,15:00:00,30.06416,V ugm-3
2018-05-09,16:00:00,26.7118,V ugm-3
2018-05-09,17:00:00,30.02626,V ugm-3
2018-05-09,18:00:00,43.6238,V ugm-3
2018-05-09,19:00:00,46.74661,V ugm-3
2018-05-09,20:00:00,37.46804,V ugm-3
2018-05-09,21:00:00,30.89284,V ugm-3
2018-05-09,22:00:00,31.92235,V ugm-3
2018-05-09,23:00:00,30.13643,V ugm-3
2018-05-09,24:00:00,21.61653,V ugm-3
2018-05-10,01:00:00,14.838,V ugm-3
2018-05-10,02:00:00,19.2088,V ugm-3
2018-05-10,03:00:00,19.38547,V ugm-3
2018-05-10,04:00:00,13.81568,V ugm-3
2018-05-10,05:00:00,18.8127,V ugm-3
2018-05-10,06:00:00,33.61388,V ugm-3
2018-05-10,07:00:00,33.08881,V ugm-3
2018-05-10,08:00:00,30.34409,V ugm-3
2018-05-10,09:00:00,33.2187,V ugm-3
2018-05-10,10:00:00,No data,V ugm-3
2018-05-10,11:00:00,22.36412,V ugm-3
2018-05-10,12:00:00,21.40971,V ugm-3
2018-05-10,13:00:00,18.90689,V ugm-3
2018-05-10,14:00:00,16.83649,V ugm-3
2018-05-10,15:00:00,15.4395,V ugm-3
2018-05-10,16:00:00,14.50971,V ugm-3
2018-05-10,17:00:00,18.51847,V ugm-3
2018-05-10,18:00:00,18.1833,V ugm-3
2018-05-10,19:00:00,20.87048,V ugm-3
2018-05-10,20:00:00,24.26492,V ugm-3
2018-05-10,21:00:00,33.8607,V ugm-3
2018-05-10,22:00:00,52.99595,V ugm-3
2018-05-10,23:00:00,46.73091,V ugm-3
2018-05-10,24:00:00,36.70854,V ugm-3
2018-05-11,01:00:00,28.47443,V ugm-3
2018-05-11,02:00:00,29.29426,V ugm-3
2018-05-11,03:00:00,28.09982,V ugm-3
2018-05-11,04:00:00,45.73382,V ugm-3
2018-05-11,05:00:00,56.42224,V ugm-3
2018-05-11,06:00:00,55.16676,V ugm-3
2018-05-11,07:00:00,54.7912,V ugm-3
2018-05-11,08:00:00,51.08167,V ugm-3
2018-05-11,09:00:00,45.1495,V ugm-3
2018-05-11,10:00:00,37.34545,V ugm-3
2018-05-11,11:00:00,40.08053,V ugm-3
2018-05-11,12:00:00,35.12578,V ugm-3
2018-05-11,13:00:00,32.20583,V ugm-3
2018-05-11,14:00:00,35.93822,V ugm-3
2018-05-11,15:00:00,28.42474,V ugm-3
2018-05-11,16:00:00,35.1265,V ugm-3
2018-05-11,17:00:00,42.93404,V ugm-3
2018-05-11,18:00:00,37.86896,V ugm-3
2018-05-11,19:00:00,35.65206,V ugm-3
2018-05-11,20:00:00,33.65099,V ugm-3
2018-05-11,21:00:00,37.18652,V ugm-3
2018-05-11,22:00:00,29.54375,V ugm-3
2018-05-11,23:00:00,26.57254,V ugm-3
2018-05-11,24:00:00,18.40215,V ugm-3
2018-05-12,01:00:00,18.71633,V ugm-3
2018-05-12,02:00:00,24.12311,V ugm-3
2018-05-12,03:00:00,19.16641,V ugm-3
2018-05-12,04:00:00,23.51507,V ugm-3
2018-05-12,05:00:00,45.04622,V ugm-3
2018-05-12,06:00:00,32.24577,V ugm-3
2018-05-12,07:00:00,28.4365,V ugm-3
2018-05-12,08:00:00,31.4711,V ugm-3
2018-05-12,09:00:00,16.10639,V ugm-3
2018-05-12,10:00:00,16.60612,V ugm-3
2018-05-12,11:00:00,17.93883,V ugm-3
2018-05-12,12:00:00,15.01756,V ugm-3
2018-05-12,13:00:00,20.81583,V ugm-3
2018-05-12,14:00:00,26.78431,V ugm-3
2018-05-12,15:00:00,36.78409,V ugm-3
2018-05-12,16:00:00,29.37789,V ugm-3
2018-05-12,17:00:00,24.41433,V ugm-3
2018-05-12,18:00:00,31.12292,V ugm-3
2018-05-12,19:00:00,24.76682,V ugm-3
2018-05-12,20:00:00,22.37572,V ugm-3
2018-05-12,21:00:00,26.56975,V ugm-3
2018-05-12,22:00:00,43.83024,V ugm-3
2018-05-12,23:00:00,38.51879,V ugm-3
2018-05-12,24:00:00,42.25181,V ugm-3
2018-05-13,01:00:00,44.8679,V ugm-3
2018-05-13,02:00:00,30.2761,V ugm-3
2018-05-13,03:00:00,39.1551,V ugm-3
2018-05-13,04:00:00,23.24901,V ugm-3
2018-05-13,05:00:00,22.59555,V ugm-3
2018-05-13,06:00:00,15.45725,V ugm-3
2018-05-13,07:00:00,12.53003,V ugm-3
2018-05-13,08:00:00,11.93556,V ugm-3
2018-05-13,09:00:00,12.14385,V ugm-3
2018-05-13,10:00:00,10.31988,V ugm-3
2018-05-13,11:00:00,11.24154,V ugm-3
2018-05-13,12:00:00,9.54384,V ugm-3
2018-05-13,13:00:00,11.77335,V ugm-3
2018-05-13,14:00:00,11.21482,V ugm-3
2018-05-13,15:00:00,10.38809,V ugm-3
2018-05-13,16:00:00,10.0314,V ugm-3
2018-05-13,17:00:00,11.048,V ugm-3
2018-05-13,18:00:00,12.3623,V ugm-3
2018-05-13,19:00:00,13.31438,V ugm-3
2018-05-13,20:00:00,13.45908,V ugm-3
2018-05-13,21:00:00,14.73006,V ugm-3
2018-05-13,22:00:00,20.10245,V ugm-3
2018-05-13,23:00:00,30.09423,V ugm-3
2018-05-13,24:00:00,40.50259,V ugm-3
2018-05-14,01:00:00,42.38178,V ugm-3
2018-05-14,02:00:00,49.10823,V ugm-3
2018-05-14,03:00:00,56.3932,V ugm-3
2018-05-14,04:00:00,48.20801,V ugm-3
2018-05-14,05:00:00,41.48348,V ugm-3
2018-05-14,06:00:00,52.40745,V ugm-3
2018-05-14,07:00:00,47.91572,V ugm-3
2018-05-14,08:00:00,33.17018,V ugm-3
2018-05-14,09:00:00,36.79455,V ugm-3
2018-05-14,10:00:00,23.77082,V ugm-3
2018-05-14,11:00:00,19.58344,V ugm-3
2018-05-14,12:00:00,17.99779,V ugm-3
2018-05-14,13:00:00,15.0711,V ugm-3
2018-05-14,14:00:00,15.68395,V ugm-3
2018-05-14,15:00:00,16.17685,V ugm-3
2018-05-14,16:00:00,19.7515,V ugm-3
2018-05-14,17:00:00,24.09313,V ugm-3
2018-05-14,18:00:00,22.8306,V ugm-3
2018-05-14,19:00:00,24.60641,V ugm-3
2018-05-14,20:00:00,24.38126,V ugm-3
2018-05-14,21:00:00,14.84975,V ugm-3
2018-05-14,22:00:00,16.36714,V ugm-3
2018-05-14,23:00:00,23.29588,V ugm-3
2018-05-14,24:00:00,25.05788,V ugm-3
2018-05-15,01:00:00,30.88349,V ugm-3
2018-05-15,02:00:00,41.30925,V ugm-3
2018-05-15,03:00:00,42.7467,V ugm-3
2018-05-15,04:00:00,42.32277,V ugm-3
2018-05-15,05:00:00,38.83465,V ugm-3
2018-05-15,06:00:00,37.95299,V ugm-3
2018-05-15,07:00:00,40.78902,V ugm-3
2018-05-15,08:00:00,57.01265,V ugm-3
2018-05-15,09:00:00,48.9285,V ugm-3
2018-05-15,10:00:00,35.81553,V ugm-3
2018-05-15,11:00:00,32.041,V ugm-3
2018-05-15,12:00:00,19.91233,V ugm-3
2018-05-15,13:00:00,21.53725,V ugm-3
2018-05-15,14:00:00,21.27755,V ugm-3
2018-05-15,15:00:00,19.18223,V ugm-3
2018-05-15,16:00:00,21.74243,V ugm-3
2018-05-15,17:00:00,22.4707,V ugm-3
2018-05-15,18:00:00,23.13916,V ugm-3
2018-05-15,19:00:00,18.10846,V ugm-3
2018-05-15,20:00:00,20.28612,V ugm-3
2018-05-15,21:00:00,17.9403,V ugm-3
2018-05-15,22:00:00,12.32441,V ugm-3
2018-05-15,23:00:00,12.99816,V ugm-3
2018-05-15,24:00:00,17.60102,V ugm-3
2018-05-16,01:00:00,15.83635,V ugm-3
2018-05-16,02:00:00,19.57453,V ugm-3
2018-05-16,03:00:00,16.20873,V ugm-3
2018-05-16,04:00:00,16.03394,V ugm-3
2018-05-16,05:00:00,14.56219,V ugm-3
2018-05-16,06:00:00,25.02564,V ugm-3
2018-05-16,07:00:00,34.78833,V ugm-3
2018-05-16,08:00:00,36.39282,V ugm-3
2018-05-16,09:00:00,34.48405,V ugm-3
2018-05-16,10:00:00,35.92695,V ugm-3
2018-05-16,11:00:00,29.98113,V ugm-3
2018-05-16,12:00:00,31.67582,V ugm-3
2018-05-16,13:00:00,33.93292,V ugm-3
2018-05-16,14:00:00,24.41466,V ugm-3
2018-05-16,15:00:00,26.17162,V ugm-3
2018-05-16,16:00:00,26.45592,V ugm-3
2018-05-16,17:00:00,29.79773,V ugm-3
2018-05-16,18:00:00,32.09203,V ugm-3
2018-05-16,19:00:00,26.53634,V ugm-3
2018-05-16,20:00:00,27.41867,V ugm-3
2018-05-16,21:00:00,25.31212,V ugm-3
2018-05-16,22:00:00,24.02838,V ugm-3
2018-05-16,23:00:00,30.43145,V ugm-3
2018-05-16,24:00:00,28.71562,V ugm-3
2018-05-17,01:00:00,20.906,V ugm-3
2018-05-17,02:00:00,18.93353,V ugm-3
2018-05-17,03:00:00,16.80015,V ugm-3
2018-05-17,04:00:00,18.38331,V ugm-3
2018-05-17,05:00:00,19.71799,V ugm-3
2018-05-17,06:00:00,28.342,V ugm-3
2018-05-17,07:00:00,35.23359,V ugm-3
2018-05-17,08:00:00,38.77792,V ugm-3
2018-05-17,09:00:00,35.78661,V ugm-3
2018-05-17,10:00:00,33.86082,V ugm-3
2018-05-17,11:00:00,30.47082,V ugm-3
2018-05-17,12:00:00,26.23621,V ugm-3
2018-05-17,13:00:00,25.30937,V ugm-3
2018-05-17,14:00:00,26.63854,V ugm-3
2018-05-17,15:00:00,23.39413,V ugm-3
2018-05-17,16:00:00,28.27587,V ugm-3
2018-05-17,17:00:00,30.41522,V ugm-3
2018-05-17,18:00:00,26.71246,V ugm-3
2018-05-17,19:00:00,29.75107,V ugm-3
2018-05-17,20:00:00,28.48803,V ugm-3
2018-05-17,21:00:00,31.85734,V ugm-3
2018-05-17,22:00:00,34.51847,V ugm-3
2018-05-17,23:00:00,35.54447,V ugm-3
2018-05-17,24:00:00,28.04986,V ugm-3
2018-05-18,01:00:00,29.86499,V ugm-3
2018-05-18,02:00:00,32.53369,V ugm-3
2018-05-18,03:00:00,33.96751,V ugm-3
2018-05-18,04:00:00,45.18093,V ugm-3
2018-05-18,05:00:00,40.63155,V ugm-3
2018-05-18,06:00:00,32.7742,V ugm-3
2018-05-18,07:00:00,42.41491,V ugm-3
2018-05-18,08:00:00,43.65486,V ugm-3
2018-05-18,09:00:00,48.38385,V ugm-3
2018-05-18,10:00:00,43.23524,V ugm-3
2018-05-18,11:00:00,30.71171,V ugm-3
2018-05-18,12:00:00,23.88644,V ugm-3
2018-05-18,13:00:00,19.69332,V ugm-3
2018-05-18,14:00:00,22.06011,V ugm-3
2018-05-18,15:00:00,31.54986,V ugm-3
2018-05-18,16:00:00,33.57084,V ugm-3
2018-05-18,17:00:00,29.97971,V ugm-3
2018-05-18,18:00:00,27.75322,V ugm-3
2018-05-18,19:00:00,23.42439,V ugm-3
2018-05-18,20:00:00,30.77598,V ugm-3
2018-05-18,21:00:00,35.92588,V ugm-3
2018-05-18,22:00:00,46.55623,V ugm-3
2018-05-18,23:00:00,61.57804,V ugm-3
2018-05-18,24:00:00,61.91888,V ugm-3
2018-05-19,01:00:00,76.60298,V ugm-3
2018-05-19,02:00:00,74.54748,V ugm-3
2018-05-19,03:00:00,65.47438,V ugm-3
2018-05-19,04:00:00,55.52836,V ugm-3
2018-05-19,05:00:00,55.49203,V ugm-3
2018-05-19,06:00:00,55.45069,V ugm-3
2018-05-19,07:00:00,52.06875,V ugm-3
2018-05-19,08:00:00,58.47497,V ugm-3
2018-05-19,09:00:00,42.98388,V ugm-3
2018-05-19,10:00:00,29.19221,V ugm-3
2018-05-19,11:00:00,25.88167,V ugm-3
2018-05-19,12:00:00,26.80467,V ugm-3
2018-05-19,13:00:00,22.27632,V ugm-3
2018-05-19,14:00:00,28.85701,V ugm-3
2018-05-19,15:00:00,27.0291,V ugm-3
2018-05-19,16:00:00,32.05586,V ugm-3
2018-05-19,17:00:00,24.24633,V ugm-3
2018-05-19,18:00:00,40.58783,V ugm-3
2018-05-19,19:00:00,38.6519,V ugm-3
2018-05-19,20:00:00,50.51014,V ugm-3
2018-05-19,21:00:00,36.7591,V ugm-3
2018-05-19,22:00:00,36.38379,V ugm-3
2018-05-19,23:00:00,28.80812,V ugm-3
2018-05-19,24:00:00,44.57296,V ugm-3
2018-05-20,01:00:00,72.04486,V ugm-3
2018-05-20,02:00:00,72.5449,V ugm-3
2018-05-20,03:00:00,67.63971,V ugm-3
2018-05-20,04:00:00,48.36421,V ugm-3
2018-05-20,05:00:00,49.85488,V ugm-3
2018-05-20,06:00:00,50.01549,V ugm-3
2018-05-20,07:00:00,41.80775,V ugm-3
2018-05-20,08:00:00,33.43404,V ugm-3
2018-05-20,09:00:00,28.27948,V ugm-3
2018-05-20,10:00:00,16.28635,V ugm-3
2018-05-20,11:00:00,11.65935,V ugm-3
2018-05-20,12:00:00,13.9212,V ugm-3
2018-05-20,13:00:00,14.78421,V ugm-3
2018-05-20,14:00:00,13.66063,V ugm-3
2018-05-20,15:00:00,17.96211,V ugm-3
2018-05-20,16:00:00,18.77209,V ugm-3
2018-05-20,17:00:00,26.35478,V ugm-3
2018-05-20,18:00:00,29.53083,V ugm-3
2018-05-20,19:00:00,34.54907,V ugm-3
2018-05-20,20:00:00,30.80526,V ugm-3
2018-05-20,21:00:00,38.76283,V ugm-3
2018-05-20,22:00:00,59.15963,V ugm-3
2018-05-20,23:00:00,61.9692,V ugm-3
2018-05-20,24:00:00,27.26899,V ugm-3
2018-05-21,01:00:00,35.97043,V ugm-3
2018-05-21,02:00:00,26.00826,V ugm-3
2018-05-21,03:00:00,20.69089,V ugm-3
2018-05-21,04:00:00,25.3903,V ugm-3
2018-05-21,05:00:00,42.07306,V ugm-3
2018-05-21,06:00:00,51.26415,V ugm-3
2018-05-21,07:00:00,55.06004,V ugm-3
2018-05-21,08:00:00,35.21583,V ugm-3
2018-05-21,09:00:00,33.05243,V ugm-3
2018-05-21,10:00:00,26.74076,V ugm-3
2018-05-21,11:00:00,22.29861,V ugm-3
2018-05-21,12:00:00,28.33011,V ugm-3
2018-05-21,13:00:00,24.86116,V ugm-3
2018-05-21,14:00:00,23.33953,V ugm-3
2018-05-21,15:00:00,21.73735,V ugm-3
2018-05-21,16:00:00,52.12836,V ugm-3
2018-05-21,17:00:00,72.24616,V ugm-3
2018-05-21,18:00:00,48.3874,V ugm-3
2018-05-21,19:00:00,25.74003,V ugm-3
2018-05-21,20:00:00,21.15323,V ugm-3
2018-05-21,21:00:00,28.64956,V ugm-3
2018-05-21,22:00:00,42.98674,V ugm-3
2018-05-21,23:00:00,57.22335,V ugm-3
2018-05-21,24:00:00,46.83386,V ugm-3
2018-05-22,01:00:00,34.09075,V ugm-3
2018-05-22,02:00:00,38.27996,V ugm-3
2018-05-22,03:00:00,64.59329,V ugm-3
2018-05-22,04:00:00,46.34368,V ugm-3
2018-05-22,05:00:00,35.19536,V ugm-3
2018-05-22,06:00:00,28.18916,V ugm-3
2018-05-22,07:00:00,37.13339,V ugm-3
2018-05-22,08:00:00,33.32129,V ugm-3
2018-05-22,09:00:00,29.98134,V ugm-3
2018-05-22,10:00:00,29.08747,V ugm-3
2018-05-22,11:00:00,34.92929,V ugm-3
2018-05-22,12:00:00,30.15374,V ugm-3
2018-05-22,13:00:00,30.65526,V ugm-3
2018-05-22,14:00:00,28.04423,V ugm-3
2018-05-22,15:00:00,30.66082,V ugm-3
2018-05-22,16:00:00,37.07204,V ugm-3
2018-05-22,17:00:00,35.59419,V ugm-3
2018-05-22,18:00:00,37.30684,V ugm-3
2018-05-22,19:00:00,30.80392,V ugm-3
2018-05-22,20:00:00,26.57377,V ugm-3
2018-05-22,21:00:00,28.82364,V ugm-3
2018-05-22,22:00:00,25.16465,V ugm-3
2018-05-22,23:00:00,25.43143,V ugm-3
2018-05-22,24:00:00,20.1662,V ugm-3
2018-05-23,01:00:00,17.39118,V ugm-3
2018-05-23,02:00:00,14.90746,V ugm-3
2018-05-23,03:00:00,12.66793,V ugm-3
2018-05-23,04:00:00,14.05885,V ugm-3
2018-05-23,05:00:00,19.16163,V ugm-3
2018-05-23,06:00:00,24.39103,V ugm-3
2018-05-23,07:00:00,32.65275,V ugm-3
2018-05-23,08:00:00,35.79688,V ugm-3
2018-05-23,09:00:00,37.63388,V ugm-3
2018-05-23,10:00:00,40.77452,V ugm-3
